,metal,ox,ligstr,complex.size,spin,geom
1704,co,2.0,acetonitrile_acetonitrile_ammonia_ammonia,21.0,2.0,square planar
1705,co,2.0,acetonitrile_acetonitrile_acetonitrile_ammonia,23.0,2.0,square planar
1706,co,2.0,cn_ammonia_ammonia_ammonia,15.0,2.0,square planar
1707,co,2.0,cn_cn_ammonia_ammonia,13.0,2.0,square planar
1708,co,2.0,cn_cn_cn_ammonia,11.0,2.0,square planar
1709,co,2.0,scn_scn_ammonia_ammonia,15.0,2.0,square planar
1710,cr,3.0,pyridine_hydrogensulfide_hydrogensulfide_hydrogensulfide,21.0,2.0,square planar
1711,fe,2.0,cyanate_cyanate_furan_furan,25.0,1.0,square planar
1712,fe,2.0,pyridine_hydrogensulfide_hydrogensulfide_hydrogensulfide,21.0,1.0,square planar
1713,fe,3.0,acetonitrile_acetonitrile_pyridine_pyridine,35.0,2.0,square planar
1714,fe,3.0,ammonia_benzisc_benzisc_benzisc,53.0,2.0,square planar
1715,fe,3.0,ammonia_thiopyridine_thiopyridine_thiopyridine,41.0,2.0,square planar
1716,fe,3.0,ammonia_ammonia_benzisc_benzisc,41.0,2.0,square planar
1717,fe,3.0,ammonia_ammonia_cyanopyridine_cyanopyridine,33.0,2.0,square planar
1718,fe,3.0,ammonia_ammonia_pyridine_pyridine,31.0,2.0,square planar
1719,fe,3.0,ammonia_ammonia_ammonia_benzisc,29.0,2.0,square planar
1720,fe,3.0,ammonia_ammonia_ammonia_cyanopyridine,25.0,2.0,square planar
1721,fe,3.0,ammonia_ammonia_ammonia_pyridine,24.0,2.0,square planar
1722,fe,3.0,ammonia_ammonia_ammonia_thiopyridine,25.0,2.0,square planar
1723,fe,3.0,benzisc_pyridine_pyridine_pyridine,50.0,2.0,square planar
1724,fe,3.0,benzisc_benzisc_pyridine_pyridine,55.0,2.0,square planar
1725,fe,3.0,benzisc_benzisc_benzisc_pyridine,60.0,2.0,square planar
1726,fe,3.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,2.0,square planar
1727,fe,3.0,pyridine_pyridine_thiopyridine_thiopyridine,47.0,2.0,square planar
1728,fe,3.0,scn_ammonia_ammonia_ammonia,16.0,2.0,square planar
1729,fe,3.0,scn_scn_ammonia_ammonia,15.0,2.0,square planar
1730,ni,2.0,acetonitrile_pyridine_pyridine_pyridine,40.0,1.0,square planar
1731,ni,2.0,acetonitrile_acetonitrile_pyridine_pyridine,35.0,1.0,square planar
1732,ni,2.0,acetonitrile_acetonitrile_acetonitrile_pyridine,30.0,1.0,square planar
1733,ni,2.0,cyanate_acetonitrile_acetonitrile_acetonitrile,22.0,1.0,square planar
1734,ni,2.0,cyanate_thiopyridine_thiopyridine_thiopyridine,40.0,1.0,square planar
1735,ni,2.0,cyanate_cyanate_acetonitrile_acetonitrile,19.0,1.0,square planar
1736,ni,2.0,cyanate_cyanate_pyridine_pyridine,29.0,1.0,square planar
1737,ni,2.0,cyanate_cyanate_cyanate_pyridine,21.0,1.0,square planar
1738,ni,2.0,cyanate_cyanate_cyanate_thiopyridine,22.0,1.0,square planar
1739,ni,2.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,1.0,square planar
1740,ni,2.0,pyridine_pyridine_thiopyridine_thiopyridine,47.0,1.0,square planar
1741,ni,2.0,pyridine_pyridine_pyridine_thiopyridine,46.0,1.0,square planar
1742,co,2.0,cn_acetonitrile_acetonitrile_acetonitrile,21.0,2.0,square planar
1743,co,2.0,cn_cn_acetonitrile_acetonitrile,17.0,2.0,square planar
1744,co,2.0,cn_cn_cn_acetonitrile,13.0,2.0,square planar
1745,co,2.0,scn_cn_cn_cn,10.0,2.0,square planar
1746,co,2.0,scn_scn_acetonitrile_acetonitrile,19.0,2.0,square planar
1747,co,2.0,scn_scn_cn_cn,11.0,2.0,square planar
1748,co,2.0,scn_scn_scn_acetonitrile,16.0,2.0,square planar
1749,co,2.0,scn_scn_scn_cn,12.0,2.0,square planar
1750,co,3.0,benzisc_methylamine_methylamine_methylamine,38.0,1.0,square planar
1751,co,3.0,benzisc_thiopyridine_thiopyridine_thiopyridine,53.0,1.0,square planar
1752,co,3.0,benzisc_benzisc_benzisc_methylamine,56.0,1.0,square planar
1753,co,3.0,benzisc_benzisc_benzisc_thiopyridine,61.0,1.0,square planar
1754,co,3.0,methylamine_thiopyridine_thiopyridine_thiopyridine,44.0,1.0,square planar
1755,co,3.0,methylamine_methylamine_thiopyridine_thiopyridine,39.0,1.0,square planar
1756,co,3.0,methylamine_methylamine_methylamine_thiopyridine,34.0,1.0,square planar
1757,co,3.0,scn_methylamine_methylamine_methylamine,25.0,1.0,square planar
1758,co,3.0,scn_thiopyridine_thiopyridine_thiopyridine,40.0,1.0,square planar
1759,co,3.0,scn_scn_benzisc_benzisc,39.0,1.0,square planar
1760,co,3.0,scn_scn_thiopyridine_thiopyridine,31.0,1.0,square planar
1761,co,3.0,scn_scn_scn_benzisc,26.0,1.0,square planar
1762,cr,3.0,scn_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,2.0,square planar
1763,fe,3.0,acetonitrile_benzisc_benzisc_benzisc,55.0,2.0,square planar
1764,fe,3.0,acetonitrile_acetonitrile_benzisc_benzisc,45.0,2.0,square planar
1765,fe,3.0,acetonitrile_acetonitrile_cyanopyridine_cyanopyridine,37.0,2.0,square planar
1766,fe,3.0,acetonitrile_acetonitrile_thiopyridine_thiopyridine,37.0,2.0,square planar
1767,fe,3.0,acetonitrile_acetonitrile_acetonitrile_benzisc,35.0,2.0,square planar
1768,fe,3.0,acetonitrile_acetonitrile_acetonitrile_thiopyridine,31.0,2.0,square planar
1769,fe,3.0,benzisc_methylamine_methylamine_methylamine,38.0,2.0,square planar
1770,fe,3.0,benzisc_thiopyridine_thiopyridine_thiopyridine,53.0,2.0,square planar
1771,fe,3.0,benzisc_benzisc_cyanopyridine_cyanopyridine,57.0,2.0,square planar
1772,fe,3.0,benzisc_benzisc_methylamine_methylamine,47.0,2.0,square planar
1773,fe,3.0,benzisc_benzisc_thiopyridine_thiopyridine,57.0,2.0,square planar
1774,fe,3.0,benzisc_benzisc_benzisc_cyanopyridine,61.0,2.0,square planar
1775,fe,3.0,benzisc_benzisc_benzisc_methylamine,56.0,2.0,square planar
1776,fe,3.0,benzisc_benzisc_benzisc_thiopyridine,61.0,2.0,square planar
1777,fe,3.0,cyanopyridine_methylamine_methylamine_methylamine,34.0,2.0,square planar
1778,fe,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,2.0,square planar
1779,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_thiopyridine,49.0,2.0,square planar
1780,fe,3.0,methylamine_thiopyridine_thiopyridine_thiopyridine,44.0,2.0,square planar
1781,fe,3.0,methylamine_methylamine_thiopyridine_thiopyridine,39.0,2.0,square planar
1782,fe,3.0,methylamine_methylamine_methylamine_thiopyridine,34.0,2.0,square planar
1783,fe,3.0,scn_acetonitrile_acetonitrile_acetonitrile,22.0,2.0,square planar
1784,fe,3.0,scn_methylamine_methylamine_methylamine,25.0,2.0,square planar
1785,fe,3.0,scn_scn_acetonitrile_acetonitrile,19.0,2.0,square planar
1786,mn,2.0,thiopyridine_thiopyridine_hydroxyl_hydroxyl,29.0,2.0,square planar
1787,ni,2.0,acetonitrile_thiopyridine_thiopyridine_thiopyridine,43.0,1.0,square planar
1788,ni,2.0,acetonitrile_acetonitrile_thiopyridine_thiopyridine,37.0,1.0,square planar
1789,ni,2.0,acetonitrile_acetonitrile_acetonitrile_thiopyridine,31.0,1.0,square planar
